id,key,value,type 
4580140152,amenity,Cafe,regular
4580140152,description,Tatlı Dükkanı,regular
4580140491,name,Big Chefs,regular
4580140491,amenity,Restaurant,regular
4580140491,cuisine,International,regular
4580140514,name,Burger King,regular
4580140514,amenity,Restaurant,regular
4580140514,cuisine,Burger,regular
4580144153,name,Mediamark,regular
4580144153,shop,Electronics,regular
4580144595,name,Network,regular
4580144595,shop,Clothes,regular
4580146264,name,Beymen Club,regular
4580146264,shop,Clothes,regular
4580152681,name,Adidas,regular
4580152681,shop,Shoes,regular
4580152681,description,Spor Malzemeleri Mağazası,regular
4580155456,name,Cinetime,regular
4580155456,amenity,Cinema,regular
4580161035,name,Özdilek Hipermarket,regular
4580161035,shop,Supermarket,regular
4580161863,name,Nike,regular
4580161863,description,Spor Malzemeleri Ve Giyim,regular
4580164147,name,Mavi,regular
4580164147,shop,Clothes,regular
4580164350,name,Saat&Saat,regular
4580164350,craft,Clockmaker,regular
4580164979,name,Penti,regular
4580164979,shop,Clothes,regular
4580164979,description,Çorap Ve Iç Giyim Markası,regular
4580167245,name,Deichmann,regular
4580167245,shop,Shoes,regular
4580167246,name,Flo,regular
4580167246,shop,Shoes,regular
4580171864,name,Watsons,regular
4580171864,shop,Cosmetics,regular
4580178643,name,KFC,regular
4580178643,amenity,Fast_Food,regular
4580178643,cuisine,International,regular
4580179030,name,Carl'S Jr.,regular
4580179030,amenity,Fast_Food,regular
4580180679,name,Burger King,regular
4580180679,amenity,Fast_Food,regular
4580180679,cuisine,Burger,regular
4580181442,name,Sbarro,regular
4580181442,amenity,Fast_Food,regular
4580181442,cuisine,Pizza,regular
4580182353,name,Bilakis,regular
4580182353,amenity,Restaurant,regular
4580182353,cuisine,Turkish,regular
4580193849,name,Toyzz Shop,regular
4580193849,shop,Gift,regular
4580193849,description,Oyuncak Dükkanı,regular
4580238404,name,LCW,regular
4580238404,shop,Clothes,regular
4580238997,name,Desa,regular
4580238997,shop,Shoes,regular
4580240129,name,Atasay,regular
4580240129,shop,Jewelry,regular
4580240169,name,Bambi,regular
4580240169,shop,Shoes,regular
4580240394,name,Ipekyol,regular
4580240394,shop,Clothes,regular
4580243694,name,Swatch,regular
4580243694,craft,Watchmaker,regular
4580246874,name,H&M,regular
4580246874,shop,Clothes,regular
4580249309,name,Koton,regular
4580249309,shop,Clothes,regular
4580251226,name,Saray Muhallebicisi,regular
4580251226,amenity,Cafe,regular
4580251226,cuisine,Turkish,regular
4580251226,description,Tatlı Dükkanı,regular
4580253800,name,Starbucks,regular
4580253800,amenity,Cafe,regular
4580253800,cuisine,Coffee_Shop,regular
4580255166,name,Derimod,regular
4580255166,shop,Clothes,regular
4580255174,name,Mango,regular
4580255174,shop,Clothes,regular
4580257351,name,Karaca,regular
4580257351,shop,Houseware,regular
4580258473,name,Kemal Tanca,regular
4580258473,shop,Shoes,regular
4583947589,tourism,Hotel,regular
4583947689,tourism,Attraction,regular
4584576031,city,Istanbul,addr
4584576031,street,Mustafa İzzet Efendi Street,addr
4584576031,housenumber,34349,addr
4584879576,name,İkizler Market,regular
4584879576,shop,Supermarket,regular
4584879577,name,Demir Market,regular
4584879577,shop,Supermarket,regular
4584879577,street,Serencebey Yokuşu,addr
4584879577,designation,Market,regular
4584970516,name,FLO,regular
4584970516,shop,Shoes,regular
4584970516,city,İstanbul,addr
4584970516,street,Kuştepe Neighborhood Mecidiyeköy Yolu Avenue Trump Towers AVM,addr
4584970516,housenumber,12,addr
4585388927,name,Komşu Fırın,regular
4585388927,shop,Bakery,regular
4585388928,name,Ziraat Bankası,regular
4585388928,amenity,Bank,regular
4592348593,amenity,Restaurant,regular
4592348593,tr,Kebabi,name
4602202689,name,Gayrettepe,regular
4602202689,highway,Bus_Stop,regular
4602202689,tr,Gayrettepe,name
4610762789,amenity,Restaurant,regular
4610762789,ar,مطعم The Galliard Restaurant & Bar,name
4613518089,name,Gültepe İlkokulu,regular
4613518089,amenity,School,regular
4613518089,en,Gultepe Primary School,name
4618177315,fixme,Check,regular
4618177315,noexit,Yes,regular
4619004491,shop,Car_Parts,regular
4619547091,amenity,Restaurant,regular
4619547091,ar,Ranchero Restaurant Mexicano,name
4621545489,amenity,Restaurant,regular
4621545489,ar,Dirty Hands مطعم,name
4631843491,amenity,Cafe,regular
4631843491,ar,مايا شوكلت,name
4637938420,entrance,Yes,regular
4642456596,name,Gemi ⚓,regular
4642456596,amenity,Bar,regular
4642456596,street,Kapataş,addr
4644365593,amenity,Cafe,regular
4644365593,ar,شارع المقاهي و الشوكليت  بيشكتاش,name
4651286997,name,Kuzguncuk Gazhanesi,regular
4651286997,historic,Ruins,regular
4660674989,amenity,Restaurant,regular
4660674989,en,The Hunger,name
4674285590,amenity,Cafe,regular
4674285590,ar,مقهى Godiva,name
4674291889,amenity,Cafe,regular
4674291889,ar,مقهى Godiva,name
4678457092,name,Parlak Eczanesi,regular
4678457092,phone,0212 284 43 91,regular
4678457092,amenity,Pharmacy,regular
4678487392,name,Altaç Eczanesi,regular
4678487392,phone,0212 711 50 90,regular
4678487392,amenity,Pharmacy,regular
4678517389,name,Ayaz Eczanesi,regular
4678517389,phone,0212 234 51 41,regular
4678517389,amenity,Pharmacy,regular
4678732990,amenity,Cafe,regular
4678732990,en,Namli Hipermarketleri,name
4679475795,atm,Yes,regular
4679475795,name,"Akbank (And Sabanci) HQ, Tr-Istanbul",regular
4679475795,amenity,Bank,regular
4679475819,atm,Yes,regular
4679475819,name,"Akbank, Tr-Istanbul",regular
4679475819,amenity,Bank,regular
4679475820,atm,Yes,regular
4679475820,name,"Akbank, Tr-Istanbul",regular
4679475820,amenity,Bank,regular
4679475821,atm,Yes,regular
4679475821,name,"Akbank, Tr-Istanbul",regular
4679475821,amenity,Bank,regular
4679485373,name,Mercedes-Benz,regular
4679485373,shop,Car,regular
4679485373,brand,Mercedes-Benz,regular
4684711794,name,MOC Ministry Of Coffee,regular
4684711794,amenity,Cafe,regular
4684711794,cuisine,Coffee_Shop,regular
4684711794,en,MOC Ministry Of Coffee,name
4684711794,tr,MOC Ministry Of Coffee,name
4684711794,internet_access,Wlan,regular
4685788558,name,Zipcar,regular
4685788558,email,Info@Zipcar.Com.Tr,regular
4685788558,phone,+908502500947,regular
4685788558,amenity,Car_Sharing,regular
4685788558,website,Http://Www.Zipcar.Com.Tr,regular
4685788558,city,Şişli,addr
4685788558,street,Fulya Neighborhood Yeşilçimen Street,addr
4685788558,postcode,34349,addr
4685788558,province,İstanbul,addr
4685788558,housenumber,12,addr
4685788559,name,Zipcar,regular
4685788559,email,Info@Zipcar.Com.Tr,regular
4685788559,phone,+908502500947,regular
4685788559,amenity,Car_Sharing,regular
4685788559,website,Http://Www.Zipcar.Com.Tr,regular
4685788559,city,Şişli,addr
4685788559,street,Mecidiyeköy Neighborhood Mecidiyeköy Yolu Avenue,addr
4685788559,postcode,34381,addr
4685788559,province,İstanbul,addr
4685788559,housenumber,12,addr
4685788560,name,Zipcar,regular
4685788560,email,Info@Zipcar.Com.Tr,regular
4685788560,phone,+908502500947,regular
4685788560,amenity,Car_Sharing,regular
4685788560,website,Http://Www.Zipcar.Com.Tr,regular
4685788560,city,Şişli,addr
4685788560,street,Esentepe Neighborhood Büyükdere Avenue,addr
4685788560,postcode,34394,addr
4685788560,province,İstanbul,addr
4685788560,housenumber,145,addr
4685788562,name,Zipcar,regular
4685788562,email,Info@Zipcar.Com.Tr,regular
4685788562,phone,+908502500947,regular
4685788562,amenity,Car_Sharing,regular
4685788562,website,Http://Www.Zipcar.Com.Tr,regular
4685788562,city,Şişli,addr
4685788562,street,Esentepe Neighborhood Büyükdere Avenue Özdilek Park,addr
4685788562,postcode,34394,addr
4685788562,province,İstanbul,addr
4685788562,housenumber,181,addr
4685788563,name,Zipcar,regular
4685788563,email,Info@Zipcar.Com.Tr,regular
4685788563,phone,+908502500947,regular
4685788563,amenity,Car_Sharing,regular
4685788563,website,Http://Www.Zipcar.Com.Tr,regular
4685788563,city,Kağıthane,addr
4685788563,street,Emniyet Evleri Neighborhood Akarsu Avenue,addr
4685788563,postcode,34415,addr
4685788563,province,İstanbul,addr
4685788563,housenumber,11,addr
4685788564,name,Zipcar,regular
4685788564,email,Info@Zipcar.Com.Tr,regular
4685788564,phone,+908502500947,regular
4685788564,amenity,Car_Sharing,regular
4685788564,website,Http://Www.Zipcar.Com.Tr,regular
4685788564,city,Sarıyer,addr
4685788564,street,Pınar Neighborhood Hidayet Street,addr
4685788564,postcode,34460,addr
4685788564,province,İstanbul,addr
4685788564,housenumber,11,addr
4685788565,name,Zipcar,regular
4685788565,email,Info@Zipcar.Com.Tr,regular
4685788565,phone,+908502500947,regular
4685788565,amenity,Car_Sharing,regular
4685788565,website,Http://Www.Zipcar.Com.Tr,regular
4685788565,city,Sarıyer,addr
4685788565,street,Maslak Neighborhood Square Street Beybi Giz Plaza,addr
4685788565,postcode,34450,addr
4685788565,province,İstanbul,addr
4685788565,housenumber,1,addr
4686940770,name,Continental İstanbul Etiler Lastik Bayi - Royal Lastik,regular
4686940770,shop,Tyres,regular
4686940770,phone,+90 2122637788,regular
4686940770,source,Yellow Pages Türkiye,regular
4686940770,website,Http://Www.Royal-Continental-Lastikleri.Com,regular
4686940770,city,İstanbul,addr
4686940770,street,Cengiz Topel Avenue,addr
4686940770,country,Türkiye,addr
4686940770,district,Beşiktaş,addr
4686940770,postcode,34337,addr
4686940770,housename,Ceren Apt.,addr
4686940770,housenumber,D: 2,addr
4686940770,neighbourhood,Etiler Neighborhood,addr
4686940782,name,Continental İstanbul Levent Lastik Bayi - Keskin Otomotiv,regular
4686940782,shop,Tyres,regular
4686940782,phone,+90 2122709400,regular
4686940782,source,Yellow Pages Türkiye,regular
4686940782,website,Http://Www.Keskinotomotiv-Continental-Lastikleri.Com,regular
4686940782,city,İstanbul,addr
4686940782,place,Oto Sanayi Sitesi,addr
4686940782,street,Fatih Avenue,addr
4686940782,country,Türkiye,addr
4686940782,district,Beşiktaş,addr
4686940782,postcode,34330,addr
4686940782,housenumber,No: 95,addr
4686940782,neighbourhood,Levent Neighborhood,addr
4694110890,amenity,Cafe,regular
4694110890,en,Valonia Chocolate & Cafe,name
4699019974,name,Opet Üsküdar,regular
4699019974,source,Yellow Pages Türkiye,regular
4699019974,amenity,Fuel,regular
4699019974,website,Www.Opet.Com.Tr,regular
4699019974,lpg,Yes,fuel
4699019974,operator,Opet Petrolcülük A.Ş.,regular
4699019974,wikidata,Q7072824,regular
4699019974,city,İstanbul,addr
4699019974,wikipedia,Tr:Opet,regular
4699019974,street,Çengelköy Avenue,addr
4699019974,fax,+90 2163215711,contact
4699019974,diesel,Yes,fuel
4699019974,country,Türkiye,addr
4699019974,district,Üsküdar,addr
4699019974,postcode,34680,addr
4699019974,phone,+90 2163215710,contact
4699019974,housenumber,No: 59/A,addr
4699019974,neighbourhood,Çengelköy Neighborhood,addr
4699019974,brand,Opet,fire_hydrant
4699022954,name,Opet Beşiktaş,regular
4699022954,source,Yellow Pages Türkiye,regular
4699022954,amenity,Fuel,regular
4699022954,website,Www.Opet.Com.Tr,regular
4699022954,lpg,Yes,fuel
4699022954,operator,Opet Petrolcülük A.Ş.,regular
4699022954,wikidata,Q7072824,regular
4699022954,city,İstanbul,addr
4699022954,wikipedia,Tr:Opet,regular
4699022954,street,Muallim Naci Avenue,addr
4699022954,fax,+90 2122635677,contact
4699022954,diesel,Yes,fuel
4699022954,country,Türkiye,addr
4699022954,district,Beşiktaş,addr
4699022954,postcode,34330,addr
4699022954,phone,+90 2122631645,contact
4699022954,housenumber,No: 85,addr
4699022954,neighbourhood,Kuruçesme Neighborhood,addr
4699022954,brand,Opet,fire_hydrant
4699022957,name,Opet Sarıyer,regular
4699022957,source,Yellow Pages Türkiye,regular
4699022957,amenity,Fuel,regular
4699022957,website,Www.Opet.Com.Tr,regular
4699022957,lpg,Yes,fuel
4699022957,operator,Opet Petrolcülük A.Ş.,regular
4699022957,wikidata,Q7072824,regular
4699022957,city,İstanbul,addr
4699022957,wikipedia,Tr:Opet,regular
4699022957,street,Büyükdere Avenue,addr
4699022957,fax,+90 2122851710,contact
4699022957,diesel,Yes,fuel
4699022957,country,Türkiye,addr
4699022957,district,Sarıyer,addr
4699022957,postcode,34450,addr
4699022957,phone,+90 2122852797,contact
4699022957,housenumber,No: 219,addr
4699022957,neighbourhood,Maslak Neighborhood,addr
4699022957,brand,Opet,fire_hydrant
4715736989,name,Ayios Yani Rum Ortodoks Kilisesi,regular
4715736989,amenity,Place_Of_Worship,regular
4715736989,el,Άγιος Ιωάννης,name
4719845989,shop,Car,regular
4719845989,street,Barbaros Bulvarı,addr
4721549525,barrier,Yes,regular
4723676689,name,Beer Point,regular
4723676689,amenity,Bar,regular
4723676689,tr,Beer Point,name
4725680007,name,"Garanti, İşbank, Yapıkredi, Ziraat",regular
4725680007,amenity,Atm,regular
4725927772,name,Şok,regular
4725927772,shop,Supermarket,regular
4729760135,name,Ahmet Faruk Yilmaz  Dolandırıcı Ve Hırsız Dikkat Edin Ona,regular
4730251788,amenity,Fuel,regular
4736308967,name,Beş Kollu Ağaç,regular
4736308967,natural,Tree,regular
4736308967,leaf_type,Needleleaved,regular
4744577223,name,Dr I Cem Ozkurt Ortodonti Kliniği,regular
4744577223,email,Iletisim@Ico-Ortodonti.Com,regular
4744577223,amenity,Dentist,regular
4744577223,website,Www.Ico-Ortodonti.Com,regular
4744577223,city,Istanbul,addr
4744577223,street,Ebulula Mardin Avenue,addr
4744577223,district,Beşiktaş,addr
4744577223,postcode,34335,addr
4744577223,opening_hours,9:30 - 19:00,regular
4744577223,housenumber,14,addr
4744577223,neighbourhood,Akatlar,addr
4753088722,amenity,School,regular
4753088722,tr,Işık Lisesi,name
4755378136,name,"Mecidiyeköy Mahallesi, Mecidiyeköy Neighborhood Lati Lokum Street Meriç Sitesi B Blok 30/B, 34381 Şişli/İstanbul, تركيا",regular
4755378136,amenity,Clinic,regular
4755378136,ar,Ottobock اوتوبوك الاوتوبوك اوتو بوك الاوتو بوك,name
4755378136,en,"Mecidiyeköy Mahallesi, Mecidiyeköy Neighborhood Lati Lokum Street Meriç Sitesi B Blok 30/B, 34381 Şişli/İstanbul, تركيا الاوتوبوك Ottobock",name
4755378136,tr,"Mecidiyeköy Mahallesi, Mecidiyeköy Neighborhood Lati Lokum Street Meriç Sitesi B Blok 30/B, 34381 Şişli/İstanbul, تركيا",name
4757530327,name,Ottoman Palace Hotel,regular
4757530327,ar,Ottoman Palace Hotel,name
4757530327,en,Ottoman Palace Hotel,name
4757530327,tr,Ottoman Palace Hotel,name
4757530327,tourism,Motel,regular
4761724623,natural,Peak,regular
4761899951,name,Botanik Bahçe Kuzguncuk,regular
4761899951,shop,Garden_Centre,regular
4761899951,street,İcadiye Avenue,addr
4762912865,ar,منطقة اورتاكوي مطعم,name
4762912865,tourism,Attraction,regular
4773921721,amenity,Cafe,regular
4773921721,en,Midpoint Nişantaşı,name
4777413463,amenity,Cafe,regular
4777463585,name,Dilruba,regular
4777463585,amenity,Restaurant,regular
4777463585,cuisine,Turkish,regular
4779993130,email,Info@Parkfora.Com,regular
4779993130,phone,+902122655063,regular
4779993130,amenity,Restaurant,regular
4779993130,cuisine,Seafood,regular
4779993130,en,Park Fora,name
4779993130,website,Http://Parkfora.Com,regular
4779993130,street,Muallim Naci Avenue,addr
4779993130,postcode,34345,addr
4779993130,opening_hours,Mo-Su 12:00-02:00,regular
4779993130,housenumber,54,addr
4786907750,name,Hanedan Et,regular
4786907750,amenity,Restaurant,regular
4786907750,cuisine,Steak_House,regular
4786907750,website,Http://Hanedanrestaurant.Com/,regular
4786907750,wine,Served,drink
4786907844,name,Bysteak,regular
4786907844,phone,+90 05322961178,regular
4786907844,amenity,Restaurant,regular
4786907844,cuisine,Steak_House,regular
4786907844,smoking,No,regular
4786907844,website,Http://Www.Bysteak.Com/,regular
4786907844,city,Istanbul,addr
4786907844,street,Doğanevler Avenue,addr
4786907844,wine,Served,alcohol
4786907844,district,Sarıyer,addr
4786907844,housenumber,61A,addr
4787199255,name,Gram,regular
4787199255,phone,+90 0 212 353 05 12,regular
4787199255,amenity,Restaurant,regular
4787199255,city,Istanbul,addr
4787199255,street,Ecza Street,addr
4787199255,district,Levant,addr
4787199255,postcode,34394,addr
4787199255,outdoor_seating,Yes,regular
4787199255,housenumber,185,addr
4792929521,name,Dikomsan Kantara Nr19,regular
4792929521,shop,Electronics,regular
4792929521,en,Dikomsan Kantara Nr19,name
4792929521,tr,Dikomsan Kantara Nr19,name
4795425034,amenity,Community_Centre,regular
4795425034,ar,مدخل ثانوي ICMC,name
4795425035,amenity,Community_Centre,regular
4795425035,ar,ICMC,name
4795444021,amenity,Embassy,regular
4795444021,ar,القنصليه العراقية في اسطنبول,name
4796455023,amenity,Bus_Station,regular
4796455023,ar,مخرج Gayrettepe الصحيح,name
4796455023,en,Gayrettepe,name
4797195122,name,CINEBOW,regular
4797195122,amenity,Cinema,regular
4797195122,tr,CINEBOW,name
4797195123,name,Starbucks,regular
4797195123,amenity,Cafe,regular
4797195123,tr,Starbucks,name
4797217422,name,Arnavutköy Balıkçısı,regular
4797217422,amenity,Restaurant,regular
4797217422,tr,Arnavutköy Balıkçısı,name
4815279985,fax,+902122661015,regular
4815279985,name,BTH Bina Tesis Hizmetleri Ve Tic. A.Ş.,regular
4815279985,email,Info@Bthyonetim.Com.Tr,regular
4815279985,phone,+902122166767,regular
4815279985,website,Http://Www.Bthyonetim.Com.Tr/,regular
4815279985,city,İstanbul,addr
4815279985,street,Mecidiye Aralığı,addr
4815279985,description,"BTH - Bina Tesis Hizmetleri A.Ş. 2013 Yılında Gerçekleşen Yenilenme Çalışmalarıyla, Yönetim, Temizlik, Güvenlik, Paketleme, İstihdam Alanlarında Iş Ortaklığı Yürüttüğü Müşterilerine Memnuniyet Oranı Üst Seviyelerde Olan Hizmetler Sunuyor.",regular
4815279985,district,Şişli,addr
4815279985,postcode,34387,addr
4815279985,housenumber,No : 2/17,addr
4815279985,neighbourhood,Mecidiyeköy Neighborhood,addr
4823518325,name,Simran Eczanesi,regular
4823518325,phone,0212 281 30 55,regular
4823518325,amenity,Pharmacy,regular
4823518326,name,Muradhan Eczanesi,regular
4823518326,phone,0212 282 34 98,regular
4823518326,amenity,Pharmacy,regular
4823518327,name,İstanbul Eczanesi,regular
4823518327,phone,0212 269 62 97,regular
4823518327,amenity,Pharmacy,regular
4823518328,name,Mehmetçik Eczanesi,regular
4823518328,phone,0212 264 52 60,regular
4823518328,amenity,Pharmacy,regular
4823518329,name,Durak Eczanesi,regular
4823518329,phone,0212 268 00 03,regular
4823518329,amenity,Pharmacy,regular
4823518330,name,Hayat Eczanesi,regular
4823518330,phone,0212 270 59 75,regular
4823518330,amenity,Pharmacy,regular
4823518331,name,Ortabayır Eczanesi,regular
4823518331,phone,0212 269 69 01,regular
4823518331,amenity,Pharmacy,regular
4823518332,name,İrem Eczanesi,regular
4823518332,phone,0212 280 29 05,regular
4823518332,amenity,Pharmacy,regular
4823536122,name,Park Eczanesi,regular
4823536122,phone,0212 270 01 43,regular
4823536122,amenity,Pharmacy,regular
4823536222,name,Alp Eczanesi,regular
4823536222,phone,0212 269 87 27,regular
4823536222,amenity,Pharmacy,regular
4823539921,name,Nilgün Eczanesi,regular
4823539921,phone,0212 264 28 73,regular
4823539921,amenity,Pharmacy,regular
4823539922,name,Mutlu Eczanesi,regular
4823539922,phone,0212 284 44 72,regular
4823539922,amenity,Pharmacy,regular
4823539923,name,Mutlu Eczanesi,regular
4823539923,phone,0212 217 28 21,regular
4823539923,amenity,Pharmacy,regular
4823539924,name,Galata Eczanesi,regular
4823539924,phone,0212 270 65 45,regular
4823539924,amenity,Pharmacy,regular
4823540021,name,Özge Eczanesi,regular
4823540021,phone,0212 284 88 90,regular
4823540021,amenity,Pharmacy,regular
4823540421,name,Levent Eczanesi,regular
4823540421,amenity,Pharmacy,regular
4829213729,name,Günay Eczanesi,regular
4829213729,phone,0212 244 98 05,regular
4829213729,amenity,Pharmacy,regular
4829218823,name,İstanbul City Eczanesi,regular
4829218823,phone,0212 252 00 93,regular
4829218823,amenity,Pharmacy,regular
4829219222,name,Derman Eczanesi,regular
4829219222,phone,0212 293 95 16,regular
4829219222,amenity,Pharmacy,regular
4836199424,name,Onur Eczanesi,regular
4836199424,phone,0212 236 79 28,regular
4836199424,amenity,Pharmacy,regular
4836199425,name,Büyük Beşiktaş Eczanesi,regular
4836199425,phone,0212 261 21 64,regular
4836199425,amenity,Pharmacy,regular
4836199426,name,Karasu Eczanesi,regular
4836199426,phone,0212 259 05 13,regular
4836199426,amenity,Pharmacy,regular
4836199427,name,Mutlu Eczanesi,regular
4836199427,phone,0212 261 39 83,regular
4836199427,amenity,Pharmacy,regular
4836199428,name,Kalyoncu Eczanesi,regular
4836199428,phone,0212 259 59 33,regular
4836199428,amenity,Pharmacy,regular
4836199429,name,Beşiktaş Orkide Eczanesi,regular
4836199429,phone,0212 260 49 49,regular
4836199429,amenity,Pharmacy,regular
4836199430,name,Naturel Eczanesi,regular
4836199430,phone,0212 227 00 44,regular
4836199430,amenity,Pharmacy,regular
4836199431,name,Barbaros Boulevard Eczanesi,regular
4836199431,phone,0212 327 85 48,regular
4836199431,amenity,Pharmacy,regular
4836199432,name,Erki Eczanesi,regular
4836199432,phone,0212 233 63 33,regular
4836199432,amenity,Pharmacy,regular
4836199434,name,Selay Eczanesi,regular
4836199434,phone,0212 248 53 22,regular
4836199434,amenity,Pharmacy,regular
4836199435,name,Valikonağı Eczanesi,regular
4836199435,phone,0212 224 45 90,regular
4836199435,amenity,Pharmacy,regular
4836199436,name,Zihni Eczanesi,regular
4836199436,phone,0212 247 20 10,regular
4836199436,amenity,Pharmacy,regular
4836199437,name,Butik Nişantaşı Eczanesi,regular
4836199437,phone,0212 234 56 66,regular
4836199437,amenity,Pharmacy,regular
4836199438,name,Peri Eczanesi,regular
4836199438,phone,0212 246 51 83,regular
4836199438,amenity,Pharmacy,regular
4836199439,name,Sütsever Eczanesi,regular
4836199439,phone,0212 230 82 30,regular
4836199439,amenity,Pharmacy,regular
4836199440,name,Topağacı Ülkü Eczanesi,regular
4836199440,phone,0212 247 20 01,regular
4836199440,amenity,Pharmacy,regular
4836215623,name,Bengi Eczanesi,regular
4836215623,phone,0212 236 76 43,regular
4836215623,amenity,Pharmacy,regular
4836215624,name,Sena Cansever Eczanesi,regular
4836215624,phone,0212 258 65 54,regular
4836215624,amenity,Pharmacy,regular
4836215625,name,Acar Eczanesi,regular
4836215625,phone,0212 247 84 38,regular
4836215625,amenity,Pharmacy,regular
4836215626,name,Ankara Eczanesi,regular
4836215626,phone,0212 234 35 16,regular
4836215626,amenity,Pharmacy,regular
4836215627,name,Erguvan Eczanesi,regular
4836215627,phone,0212 343 86 76,regular
4836215627,amenity,Pharmacy,regular
4836231221,name,Ihlamur Eczanesi,regular
4836231221,phone,0212 327 26 16,regular
4836231221,amenity,Pharmacy,regular
4836231222,name,Peker Eczanesi,regular
4836231222,phone,0212 247 36 97,regular
4836231222,amenity,Pharmacy,regular
4836231721,name,Nişantaşı Feyza Eczanesi,regular
4836231721,phone,0212 343 15 25,regular
4836231721,amenity,Pharmacy,regular
4836232021,name,Ece Eczanesi,regular
4836232021,phone,0212 240 46 25,regular
4836232021,amenity,Pharmacy,regular
4836232321,name,Koca Eczanesi,regular
4836232321,phone,0212 247 57 39,regular
4836232321,amenity,Pharmacy,regular
4837021739,name,Towers Eczanesi,regular
4837021739,phone,0212 275 28 40,regular
4837021739,amenity,Pharmacy,regular
4837021740,name,Burak Eczanesi,regular
4837021740,phone,0212 266 49 46,regular
4837021740,amenity,Pharmacy,regular
4837021741,name,İnci Eczanesi,regular
4837021741,phone,0212 217 90 05,regular
4837021741,amenity,Pharmacy,regular
4837021742,name,Kerem Eczanesi,regular
4837021742,phone,0212 211 59 01,regular
4837021742,amenity,Pharmacy,regular
4837021743,name,Sevgi Eczanesi,regular
4837021743,phone,0212 212 42 53,regular
4837021743,amenity,Pharmacy,regular
4837021744,name,Özgü Eczanesi,regular
4837021744,phone,0212 270 12 82,regular
4837021744,amenity,Pharmacy,regular
4837021745,name,Square Eczanesi,regular
4837021745,phone,0212 284 65 76,regular
4837021745,amenity,Pharmacy,regular
4837021746,name,Emel Eczanesi,regular
4837021746,phone,0212 324 11 06,regular
4837021746,amenity,Pharmacy,regular
4837021747,name,Murat Eczanesi,regular
4837021747,phone,0212 284 80 99,regular
4837021747,amenity,Pharmacy,regular
4837059328,name,Barış Eczanesi,regular
4837059328,phone,0212 356 72 14,regular
4837059328,amenity,Pharmacy,regular
4837059329,name,Gülden Eczanesi,regular
4837059329,phone,0212 274 66 27,regular
4837059329,amenity,Pharmacy,regular
4837059330,name,Işık Eczanesi,regular
4837059330,phone,0212 279 27 91,regular
4837059330,amenity,Pharmacy,regular
4837059331,name,Hande Eczanesi,regular
4837059331,phone,0212 324 25 25,regular
4837059331,amenity,Pharmacy,regular
4837059332,name,Yeşilce Sağlık Eczanesi,regular
4837059332,phone,0212 282 00 15,regular
4837059332,amenity,Pharmacy,regular
4837059333,name,Emre Eczanesi,regular
4837059333,phone,0505 855 33 55,regular
4837059333,amenity,Pharmacy,regular
4837069126,name,Şükran Eczanesi,regular
4837069126,phone,0212 213 82 72,regular
4837069126,amenity,Pharmacy,regular
4837069127,name,Aksoy Eczanesi,regular
4837069127,phone,0212 272 31 72,regular
4837069127,amenity,Pharmacy,regular
4837069128,name,Ufuk Eczanesi,regular
4837069128,phone,0212 278 22 95,regular
4837069128,amenity,Pharmacy,regular
4837071021,name,Paşa Gönlüm Eczanesi,regular
4837071021,phone,0212 212 10 06,regular
4837071021,amenity,Pharmacy,regular
4837071421,name,Engin Eczanesi,regular
4837071421,phone,0212 278 79 90,regular
4837071421,amenity,Pharmacy,regular
4838509331,name,Abbasağa Park Eczanesi,regular
4838509331,phone,0212 261 00 90,regular
4838509331,amenity,Pharmacy,regular
4838509332,name,Nesli Eczanesi,regular
4838509332,phone,0212 258 87 78,regular
4838509332,amenity,Pharmacy,regular
4838509333,name,Güneş Eczanesi,regular
4838509333,phone,0212 258 68 78,regular
4838509333,amenity,Pharmacy,regular
4838535925,name,Nermin Eczanesi,regular
4838535925,phone,0212 261 10 45,regular
4838535925,amenity,Pharmacy,regular
4838535926,name,Reyhan Eczanesi,regular
4838535926,phone,0212 261 52 01,regular
4838535926,amenity,Pharmacy,regular
4838548022,name,Ihlamurdere Eczanesi,regular
4838548022,phone,0212 258 10 50,regular
4838548022,amenity,Pharmacy,regular
4838548023,name,İlgi Eczanesi,regular
4838548023,phone,0212 236 18 85,regular
4838548023,amenity,Pharmacy,regular
4839813171,name,Cevahir Eczanesi,regular
4839813171,phone,0212 380 06 00,regular
4839813171,amenity,Pharmacy,regular
4839813172,name,Limon Eczanesi,regular
4839813172,phone,0212 236 91 11,regular
4839813172,amenity,Pharmacy,regular
4839813173,name,Gürdağ Eczanesi,regular
4839813173,phone,0212 274 33 33,regular
4839813173,amenity,Pharmacy,regular
4839813174,name,Onur Eczanesi,regular
4839813174,phone,0212 217 65 04,regular
4839813174,amenity,Pharmacy,regular
4839813175,name,Aslan Eczanesi,regular
4839813175,phone,0212 274 02 64,regular
4839813175,amenity,Pharmacy,regular
4839813176,name,Güvenevler Eczanesi,regular
4839813176,phone,0212 217 97 53,regular
4839813176,amenity,Pharmacy,regular
4839813177,name,Buse Eczanesi,regular
4839813177,phone,0212 211 91 01,regular
4839813177,amenity,Pharmacy,regular
4839813178,name,Özge Eczanesi,regular
4839813178,phone,0212 217 00 85,regular
4839813178,amenity,Pharmacy,regular
4839813179,name,Servet Eczanesi,regular
4839813179,phone,0212 212 39 85,regular
